sample_id,vol_cor,sieve,fraction_proc,size_class,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,count,tot_count,abundance,lab_processor,sample_time,ww,biomass,processor_notes
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,34,1133.333333,73.71370341,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetidius,diveregns,TBD,TBD,TBD,Aetidius divergens,<C5,NA,<2,1,33.33333333,2.168050101,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,20,666.6666667,43.36100202,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,<C5,NA,<2,3,100,6.504150303,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,<C5,NA,<2,3,100,6.504150303,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,TBD,TBD,TBD,Copepod nauplius,nauplius,NA,<2,6,200,13.00830061,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C3,NA,<2,6,200,13.00830061,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C2,NA,<2,2,66.66666667,4.336100202,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C1,NA,<2,5,166.6666667,10.84025051,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,49,1633.333333,106.2344549,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Cyprid,NA,NA,<2,13,433.3333333,28.18465131,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (oily),NA,NA,<2,4,133.3333333,8.672200402,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,<C5,NA,<2,2,66.66666667,4.336100202,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid calytopsis,NA,NA,<2,19,633.3333333,41.19295192,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne,NA,NA,<2,8,266.6666667,17.34440081,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,2 to 5,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,TBD,TBD,TBD,Gammarid,NA,NA,2.25,2,66.66666667,4.336100202,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod egg,NA,NA,<2,4,133.3333333,8.672200402,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod veliger,veliger,NA,<2,1,33.33333333,2.168050101,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,TBD,TBD,TBD,Harpacticoid,NA,NA,<2,2,66.66666667,4.336100202,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Cnidaria,Hydrozoa,NA,NA,NA,NA,TBD,TBD,TBD,Hydromedusae,NA,NA,<2,6,200,13.00830061,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,2 to 5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,TBD,TBD,TBD,Metridia,NA,NA,2,11,366.6666667,23.84855111,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,11,366.6666667,23.84855111,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,TBD,TBD,TBD,Oithona,NA,NA,<2,10,333.3333333,21.68050101,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,2 to 5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,TBD,TBD,TBD,Pandalidae,NA,NA,2.4,2,66.66666667,4.336100202,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,TBD,TBD,TBD,Paracalanus,NA,NA,<2,49,1633.333333,106.2344549,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,97,3233.333333,210.3008598,Andrea Le,NA,1294.7,84.20923398,NA
JSPK1123,15.37479845,250,0.03,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,<C5,NA,<2,1,33.33333333,2.168050101,Andrea Le,NA,1294.7,84.20923398,NA
QPK1043,14.3561305,2000,1,>10,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,victoria,TBD,TBD,TBD,Aequorea victoria,NA,NA,12,1,1,0.069656653,Andrea Le,NA,189.4,13.19297007,gelatinous
QPK1043,14.3561305,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,platyhedos,TBD,TBD,TBD,Amphinema platyhedos,NA,NA,6.9,1,1,0.069656653,Andrea Le,NA,189.4,13.19297007,gelatinous
QPK1043,14.3561305,2000,1,5 to 10,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ctenophora,NA,TBD,TBD,TBD,Ctenophore,NA,NA,9.7,1,1,0.069656653,Andrea Le,NA,189.4,13.19297007,gelatinous
QPK1043,14.3561305,1000,1,2 to 5,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,4.5,3,3,0.208969959,Andrea Le,NA,10.4,0.724429191,NA
QPK1043,14.3561305,1000,1,1 to 2,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (fish),NA,NA,<2,2,2,0.139313306,Andrea Le,NA,10.4,0.724429191,NA
QPK1043,14.3561305,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,M,3.1,1,1,0.069656653,Andrea Le,NA,10.4,0.724429191,NA
QPK1043,14.3561305,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,C5,NA,2.8,1,1,0.069656653,Andrea Le,NA,10.4,0.724429191,NA
QPK1043,14.3561305,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,TBD,TBD,TBD,Pandalidae,NA,NA,3.5,2,2,0.139313306,Andrea Le,NA,10.4,0.724429191,NA
QPK1043,14.3561305,250,0.01,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,2,200,13.93133059,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,23,2300,160.2103018,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Mollusca,Bivalvia,NA,NA,NA,NA,TBD,TBD,TBD,Bivalve veliger,veliger,NA,<2,6,600,41.79399177,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Bryozoa,NA,NA,NA,NA,NA,TBD,TBD,TBD,Bryozoa,NA,NA,<2,4,400,27.86266118,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,2 to 5,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,2,1,100,6.965665295,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,1,100,6.965665295,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Cyprid,NA,NA,<2,2,200,13.93133059,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Echinodermata,NA,NA,NA,NA,NA,TBD,TBD,TBD,Echinodermata,NA,NA,<2,9,900,62.69098766,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (oily),NA,NA,<2,1,100,6.965665295,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid calytopsis,NA,NA,<2,1,100,6.965665295,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne,NA,NA,<2,215,21500,1497.618039,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod egg,NA,NA,<2,1,100,6.965665295,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,11,1100,76.62231825,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,1 to 2,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,TBD,TBD,TBD,Paracalanus,NA,NA,<2,24,2400,167.1759671,Andrea Le,NA,2484,173.0271259,NA
QPK1043,14.3561305,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,TBD,TBD,TBD,Podon,NA,NA,<2,44,4400,306.489273,Andrea Le,NA,2484,173.0271259,NA
QPK711,2.45899521,2000,1,>10,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,victoria,TBD,TBD,TBD,Aequorea victoria,NA,NA,14,1,1,0.40667017,Andrea Le,NA,162.1,65.92123455,gelatinous
QPK711,2.45899521,2000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Halimedusidae,Halimedusa,typus,TBD,TBD,TBD,Halimedusa typus,NA,NA,3.9,1,1,0.40667017,Andrea Le,NA,162.1,65.92123455,gelatinous
QPK711,2.45899521,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,TBD,TBD,TBD,Sarsia,NA,NA,5,1,1,0.40667017,Andrea Le,NA,162.1,65.92123455,gelatinous
QPK711,2.45899521,1000,1,1 to 2,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (fish),NA,NA,<2,1,1,0.40667017,Andrea Le,NA,7.1,2.887358207,NA
QPK711,2.45899521,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,F,4,1,1,0.40667017,Andrea Le,NA,7.1,2.887358207,NA
QPK711,2.45899521,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,C5,NA,2.2,1,1,0.40667017,Andrea Le,NA,7.1,2.887358207,NA
QPK711,2.45899521,1000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Halimedusidae,Halimedusa,typus,TBD,TBD,TBD,Halimedusa typus,NA,NA,3.5,1,1,0.40667017,Andrea Le,NA,7.1,2.887358207,NA
QPK711,2.45899521,250,0.01,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,17,1700,691.3392889,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,127,12700,5164.711159,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Mollusca,Bivalvia,NA,NA,NA,NA,TBD,TBD,TBD,Bivalve veliger,veliger,NA,<2,8,800,325.336136,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Bryozoa,NA,NA,NA,NA,NA,TBD,TBD,TBD,Bryozoa,NA,NA,<2,1,100,40.667017,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,1 to 2,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae,NA,NA,<2,1,100,40.667017,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,NA,<2,1,100,40.667017,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,M,<2,1,100,40.667017,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,TBD,TBD,TBD,Copepod nauplius,nauplius,NA,<2,11,1100,447.337187,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C1,NA,<2,1,100,40.667017,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,11,1100,447.337187,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Cyprid,NA,NA,<2,21,2100,854.0073569,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (oily),NA,NA,<2,76,7600,3090.693292,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid calytopsis,NA,NA,<2,1,100,40.667017,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne,NA,NA,<2,356,35600,14477.45805,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod egg,NA,NA,<2,3,300,122.001051,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,81,8100,3294.028377,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,1 to 2,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,TBD,TBD,TBD,Paracalanus,NA,NA,<2,7,700,284.669119,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,TBD,TBD,TBD,Podon,NA,NA,<2,56,5600,2277.352952,Andrea Le,NA,2800.3,1138.798477,NA
QPK711,2.45899521,250,0.01,1 to 2,Annelida,Polychaeta,Spionida,Spionidae,NA,NA,TBD,TBD,TBD,Spionidae,NA,NA,<2,1,100,40.667017,Andrea Le,NA,2800.3,1138.798477,NA
QPK734,24.81309314,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,platyhedos,TBD,TBD,TBD,Amphinema platyhedos,NA,NA,7.5,1,1,0.040301304,Andrea Le,NA,1210.8,48.7968184,gelatinous
QPK734,24.81309314,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,platyhedos,TBD,TBD,TBD,Amphinema platyhedos,NA,NA,7.5,1,1,0.040301304,Andrea Le,NA,181.1,7.298566083,non-gelatinous
QPK734,24.81309314,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae,NA,NA,4.5,1,1,0.040301304,Andrea Le,NA,1210.8,48.7968184,gelatinous
QPK734,24.81309314,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae,NA,NA,4.5,1,1,0.040301304,Andrea Le,NA,181.1,7.298566083,non-gelatinous
QPK734,24.81309314,2000,1,5 to 10,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,9.85,3,3,0.120903911,Andrea Le,NA,1210.8,48.7968184,gelatinous
QPK734,24.81309314,2000,1,5 to 10,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,9.85,3,3,0.120903911,Andrea Le,NA,181.1,7.298566083,non-gelatinous
QPK734,24.81309314,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,NA,TBD,TBD,TBD,Euphysa,NA,NA,6.5,2,2,0.080602607,Andrea Le,NA,1210.8,48.7968184,gelatinous
QPK734,24.81309314,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,NA,TBD,TBD,TBD,Euphysa,NA,NA,6.5,2,2,0.080602607,Andrea Le,NA,181.1,7.298566083,non-gelatinous
QPK734,24.81309314,2000,1,>10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leptomedusae,NA,NA,24,1,1,0.040301304,Andrea Le,NA,1210.8,48.7968184,gelatinous
QPK734,24.81309314,2000,1,>10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leptomedusae,NA,NA,24,1,1,0.040301304,Andrea Le,NA,181.1,7.298566083,non-gelatinous
QPK734,24.81309314,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,NA,NA,4,1,1,0.040301304,Andrea Le,NA,1210.8,48.7968184,gelatinous
QPK734,24.81309314,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,NA,NA,4,1,1,0.040301304,Andrea Le,NA,181.1,7.298566083,non-gelatinous
QPK734,24.81309314,2000,1,>10,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,TBD,TBD,TBD,Pleuronectidae (Hippoglossus stenolepis?),NA,NA,28,1,1,0.040301304,Andrea Le,NA,1210.8,48.7968184,gelatinous
QPK734,24.81309314,2000,1,>10,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,TBD,TBD,TBD,Pleuronectidae (Hippoglossus stenolepis?),NA,NA,28,1,1,0.040301304,Andrea Le,NA,181.1,7.298566083,non-gelatinous
QPK734,24.81309314,1000,1,2 to 5,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale,TBD,TBD,TBD,Aglantha digitale,NA,NA,2.9,11,11,0.44331434,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,platyhedos,TBD,TBD,TBD,Amphinema platyhedos,NA,NA,5.5,1,1,0.040301304,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,3.7,8,8,0.322410429,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,2.7,44,44,1.773257359,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae,NA,NA,3.15,13,13,0.523916947,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,F,2,24,24,0.967231287,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,M,<2,3,3,0.120903911,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,5 to 10,Chaetognatha,NA,NA,NA,NA,NA,TBD,TBD,TBD,Chaetognath,NA,NA,6.5,5,5,0.201506518,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,5 to 10,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,8,1,1,0.040301304,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,5 to 10,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ctenophora,NA,TBD,TBD,TBD,Ctenophore,NA,NA,7,1,1,0.040301304,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,1 to 2,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (fish),NA,NA,<2,1,1,0.040301304,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,F,3.75,5,5,0.201506518,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,M,3.5,1,1,0.040301304,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,C5,NA,2.5,4,4,0.161205214,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA,TBD,TBD,TBD,Eucalanus,NA,NA,4.5,1,1,0.040301304,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Halimedusidae,Halimedusa,typus,TBD,TBD,TBD,Halimedusa typus,NA,NA,3.45,2,2,0.080602607,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,TBD,TBD,TBD,Hyperiid (themisto),NA,NA,4.05,5,5,0.201506518,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,TBD,TBD,TBD,Majidae,NA,NA,2.2,28,28,1.128436501,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,TBD,TBD,TBD,Metridia,NA,NA,2.3,1,1,0.040301304,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,TBD,TBD,TBD,Pandalidae,NA,NA,3.8,19,19,0.765724768,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,NA,NA,2,2,2,0.080602607,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,TBD,TBD,TBD,Sarsia,NA,NA,3.65,2,2,0.080602607,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,M,<2,7,7,0.282109125,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,F,2.3,7,7,0.282109125,Andrea Le,NA,209.6,8.447153235,NA
QPK734,24.81309314,250,0.02,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,50,2500,100.753259,Andrea Le,NA,2363.7,95.26019133,NA
